Case Number,Law Enforcement Case Number,Date of Crash,Y-Coordinate (UTM NAD 83 Zone 15),X-Coordinate (UTM NAD 83 Zone 15),Time,Day of Week,County,Road System,Route,Cardinal Direction of Vehicles,Mainline or Ramp,Overpass/Underpass Information,Derived Literal Description,Road Classification,Intersection Class,Crash Severity,Amount of Property Damage,Major Cause,Drug or Alcohol Related,Driver Age,Driver Age - 5 year Bins,Driver Gender
20191130060,19-004726,20190824,4618570,450052,16:00,Saturday,Polk,US Route,69,Southbound (SB),Mainline,Not reported,US 69/S ANKENY BLVD & SE MAGAZINE RD & SW MAGAZINE RD,US Route,US Route - Municipal,Property Damage Only,4000,Ran traffic signal,Alcohol (Statutory),23,>= 21 and <= 24,Female
20191130060,19-004726,20190824,4618570,450052,16:00,Saturday,Polk,US Route,69,Southbound (SB),Mainline,Not reported,US 69/S ANKENY BLVD & SE MAGAZINE RD & SW MAGAZINE RD,US Route,US Route - Municipal,Property Damage Only,4000,Ran traffic signal,Alcohol (Statutory),62,>= 60 and <= 64,Male
20191130074,2019021879,20190813,4789226,525796,19:50,Tuesday,Mitchell,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,Co Rd A57/340TH ST,Secondary Road,Not Indicated as an Intersection,Property Damage Only,6000,Ran off road - right,Refused,47,>= 45 and <= 49,Female
20191130085,19-004673,20190822,4617011,452431,05:00,Thursday,Polk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,SE CREEKVIEW DR,Municipal Road,Not Indicated as an Intersection,Property Damage Only,1500,Unknown,Under Influence of Alcohol/Drugs/Medications,39,>= 35 and <= 39,Male
20191130088,SO19-00900,20190825,4653072,502418,03:10,Sunday,Marshall,Farm to Market Route,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,Co Rd E41/MARSHALLTOWN BLVD,Secondary Road,Not Indicated as an Intersection,Suspected Minor Injury Crash,8000,Ran off road - right,Alcohol (Statutory),25,>= 25 and <= 29,Male
20191130129,19014551,20190825,4551655,269609,00:53,Sunday,Mills,Farm to Market Route,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,Co Rd L43/230TH ST,Secondary Road,Not Indicated as an Intersection,Property Damage Only,8200,Exceeded authorized speed,Alcohol (Statutory),18,= 18,Female
20191130135,19022582,20190825,4563184,532518,14:45,Sunday,Mahaska,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,NEWLAND WAY,Secondary Road,Not Indicated as an Intersection,Property Damage Only,4100,Ran off road - right,Alcohol (Statutory),43,>= 40 and <= 44,Female
20191130256,19-004745,20190825,4616657,447951,18:33,Sunday,Polk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,SW BRAEBURN ST & SW WHITE BIRCH DR & SW BRAEBURN ST CONN,Municipal Road,Municipal - Municipal,Property Damage Only,10000,Traveling wrong way or on wrong side of road,Alcohol (Statutory),42,>= 40 and <= 44,Male
20191130271,CLP19002704,20190813,4633551,728990,19:25,Tuesday,Clinton,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,MANUFACTURING DR,Municipal Road,Not Indicated as an Intersection,Property Damage Only,9000,Lost control,Drug,36,>= 35 and <= 39,Female
20191130271,CLP19002704,20190813,4633551,728990,19:25,Tuesday,Clinton,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,MANUFACTURING DR,Municipal Road,Not Indicated as an Intersection,Property Damage Only,9000,Lost control,Drug,58,>= 55 and <= 59,Female
20191130271,CLP19002704,20190813,4633551,728990,19:25,Tuesday,Clinton,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,MANUFACTURING DR,Municipal Road,Not Indicated as an Intersection,Property Damage Only,9000,Lost control,Drug,41,>= 40 and <= 44,Male
20191130310,2019-19875,20190629,4560181,443674,23:31,Saturday,Warren,Farm to Market Route,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,Co Rd G76/HWY G76,Secondary Road,Not Indicated as an Intersection,Suspected Serious Injury Crash,10000,Exceeded authorized speed,Alcohol (Statutory),31,>= 30 and <= 34,Male
20191130311,2019022968,20190824,4572390,615012,21:30,Saturday,Washington,Iowa Route,92,Westbound (WB),Mainline,Not reported,IA 92,Iowa Route,Not Indicated as an Intersection,Property Damage Only,5000,Followed too close,Under Influence of Alcohol/Drugs/Medications,22,>= 21 and <= 24,Male
20191130311,2019022968,20190824,4572390,615012,21:30,Saturday,Washington,Iowa Route,92,Westbound (WB),Mainline,Not reported,IA 92,Iowa Route,Not Indicated as an Intersection,Property Damage Only,5000,Followed too close,Under Influence of Alcohol/Drugs/Medications,47,>= 45 and <= 49,Male
20191130313,CL1901062,20190825,4776632,466798,21:24,Sunday,Cerro Gordo,US Route,18,Westbound (WB),Mainline,Not reported,US 18,US Route,Not Indicated as an Intersection,Suspected Minor Injury Crash,5000,Followed too close,Alcohol (Statutory),68,>= 65 and <= 69,Male
20191130313,CL1901062,20190825,4776632,466798,21:24,Sunday,Cerro Gordo,US Route,18,Westbound (WB),Mainline,Not reported,US 18,US Route,Not Indicated as an Intersection,Suspected Minor Injury Crash,5000,Followed too close,Alcohol (Statutory),49,>= 45 and <= 49,Female
20191130368,2019023102,20190826,4684408,452919,18:20,Monday,Hamilton,Iowa Route,175,No Travel Direction Consistent with Route,Mainline,Not reported,IA 175/330TH ST,Iowa Route,Not Indicated as an Intersection,Suspected Minor Injury Crash,10000,Ran stop sign,Refused,200,,Not reported
20191130397,201907494,20190824,4655516,437774,03:30,Saturday,Boone,Farm to Market Route,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,210TH ST,Secondary Road,Not Indicated as an Intersection,Possible/Unknown Injury Crash,4000,Driver Distraction:  Inattentive/lost in thought,Alcohol (Statutory),17,= 17,Male
20191130408,19-011063,20190723,4650276,531210,12:30,Tuesday,Tama,Farm to Market Route,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,H AVE,Secondary Road,Not Indicated as an Intersection,Suspected Minor Injury Crash,5000,Driving too fast for conditions,Under Influence of Alcohol/Drugs/Medications,25,>= 25 and <= 29,Female
20191130484,2019-71048,20190825,4603756,700076,18:11,Sunday,Scott,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,N DIVISION ST,Municipal Road,Not Indicated as an Intersection,Suspected Minor Injury Crash,9000,Operating vehicle in an reckless, erratic, careless, negligent manner,Refused,200,,Not reported
20191130484,2019-71048,20190825,4603756,700076,18:11,Sunday,Scott,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,N DIVISION ST,Municipal Road,Not Indicated as an Intersection,Suspected Minor Injury Crash,9000,Operating vehicle in an reckless, erratic, careless, negligent manner,Refused,29,>= 25 and <= 29,Female
20191130484,2019-71048,20190825,4603756,700076,18:11,Sunday,Scott,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,N DIVISION ST,Municipal Road,Not Indicated as an Intersection,Suspected Minor Injury Crash,9000,Operating vehicle in an reckless, erratic, careless, negligent manner,Refused,28,>= 25 and <= 29,Female
20191130494,19-011172,20190827,4638998,359619,19:57,Tuesday,Carroll,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,320TH ST,Secondary Road,Not Indicated as an Intersection,Suspected Minor Injury Crash,6000,Lost control,Refused,23,>= 21 and <= 24,Male
20191130650,19069666,20190826,4707066,545522,02:15,Monday,Black Hawk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,MAIN ST,Municipal Road,Municipal - Municipal,Property Damage Only,5500,Ran off road - right,Alcohol (Statutory),20,= 20,Male
20191130668,19-22510,20190817,4601594,709888,00:16,Saturday,Scott,Farm to Market Route,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,DEER TRAIL RD & DEVILS GLEN RD,Municipal Road,Municipal - Municipal,Property Damage Only,5100,Ran off road - right,Under Influence of Alcohol/Drugs/Medications,40,>= 40 and <= 44,Male
20191130676,2019-002337,20190803,4702201,670215,22:47,Saturday,Dubuque,Farm to Market Route,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,1ST AVE NE,Municipal Road,Not Indicated as an Intersection,Suspected Serious Injury Crash,0,Traveling on prohibited traffic way,Alcohol (Statutory),40,>= 40 and <= 44,Male
20191130750,19-15908,20190829,4729446,563926,01:50,Thursday,Bremer,Iowa Route,3,Both East and West,Mainline,Not reported,IA 3/IOWA 3,Iowa Route,Not Indicated as an Intersection,Suspected Minor Injury Crash,23000,FTYROW:  Making left turn,Alcohol (Statutory),23,>= 21 and <= 24,Female
20191130750,19-15908,20190829,4729446,563926,01:50,Thursday,Bremer,Iowa Route,3,Both East and West,Mainline,Not reported,IA 3/IOWA 3,Iowa Route,Not Indicated as an Intersection,Suspected Minor Injury Crash,23000,FTYROW:  Making left turn,Alcohol (Statutory),63,>= 60 and <= 64,Female
20191130758,2019020256,20190727,4796886,238058,15:29,Saturday,Lyon,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,MAIN ST & 6TH AVE,Municipal Road,Municipal - Municipal,Fatal Crash,0,Operating vehicle in an reckless, erratic, careless, negligent manner,Alcohol (< Statutory),27,>= 25 and <= 29,Male
20191130783,2019022351,20190817,4595308,358474,20:10,Saturday,Adair,Interstate,80,Eastbound (EB),Mainline,Not reported,I-80,Interstate,Not Indicated as an Intersection,Property Damage Only,9378,Swerving/Evasive Action,Refused,29,>= 25 and <= 29,Female
20191130783,2019022351,20190817,4595308,358474,20:10,Saturday,Adair,Interstate,80,Eastbound (EB),Mainline,Not reported,I-80,Interstate,Not Indicated as an Intersection,Property Damage Only,9378,Swerving/Evasive Action,Refused,32,>= 30 and <= 34,Male
20191130789,2019022822,20190822,4595387,353909,18:10,Thursday,Cass,Interstate,80,Westbound (WB),Mainline,Not reported,I-80,Interstate,Not Indicated as an Intersection,Property Damage Only,8000,Exceeded authorized speed,Under Influence of Alcohol/Drugs/Medications,71,>= 70 and <= 74,Female
20191130789,2019022822,20190822,4595387,353909,18:10,Thursday,Cass,Interstate,80,Westbound (WB),Mainline,Not reported,I-80,Interstate,Not Indicated as an Intersection,Property Damage Only,8000,Exceeded authorized speed,Under Influence of Alcohol/Drugs/Medications,40,>= 40 and <= 44,Male
20191130830,2019021501,20190810,4785716,482901,04:45,Saturday,Cerro Gordo,US Route,65,Southbound (SB),Mainline,Not reported,US 65,US Route,Not Indicated as an Intersection,Suspected Minor Injury Crash,33000,Swerving/Evasive Action,Alcohol (Statutory),52,>= 50 and <= 54,Male
20191130830,2019021501,20190810,4785716,482901,04:45,Saturday,Cerro Gordo,US Route,65,Southbound (SB),Mainline,Not reported,US 65,US Route,Not Indicated as an Intersection,Suspected Minor Injury Crash,33000,Swerving/Evasive Action,Alcohol (Statutory),36,>= 35 and <= 39,Male
20191130830,2019021501,20190810,4785716,482901,04:45,Saturday,Cerro Gordo,US Route,65,Southbound (SB),Mainline,Not reported,US 65,US Route,Not Indicated as an Intersection,Suspected Minor Injury Crash,33000,Swerving/Evasive Action,Alcohol (Statutory),66,>= 65 and <= 69,Female
20191130870,19004219,20190825,4651721,446483,03:35,Sunday,Story,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,LYNN AVE,Municipal Road,Not Indicated as an Intersection,Suspected Minor Injury Crash,1000,Operating vehicle in an reckless, erratic, careless, negligent manner,Alcohol (Statutory),21,>= 21 and <= 24,Female
20191131025,CLP19002907,20190830,4635338,730970,22:01,Friday,Clinton,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,S BLUFF BLVD,Municipal Road,Not Indicated as an Intersection,Property Damage Only,2500,Other,Alcohol (Statutory),61,>= 60 and <= 64,Male
20191131025,CLP19002907,20190830,4635338,730970,22:01,Friday,Clinton,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,S BLUFF BLVD,Municipal Road,Not Indicated as an Intersection,Property Damage Only,2500,Other,Alcohol (Statutory),38,>= 35 and <= 39,Male
20191131087,19-005851,20190831,4775166,286033,23:55,Saturday,O'Brien,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,Co Rd B30/380TH ST/N MCCORMICK AVE,Secondary Road,Secondary - Secondary,Property Damage Only,6000,Ran off road - straight,Alcohol (Statutory),200,,Not reported
20191131087,19-005851,20190831,4775166,286033,23:55,Saturday,O'Brien,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,Co Rd B30/380TH ST/N MCCORMICK AVE,Secondary Road,Secondary - Secondary,Property Damage Only,6000,Ran off road - straight,Alcohol (Statutory),21,>= 21 and <= 24,Male
20191131094,W19-071224,20190831,4704454,553778,02:22,Saturday,Black Hawk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,WELLINGTON ST & W 4TH ST,Municipal Road,Municipal - Municipal,Property Damage Only,6200,Operating vehicle in an reckless, erratic, careless, negligent manner,Alcohol (Statutory),40,>= 40 and <= 44,Male
20191131095,W19-071376,20190831,4705562,554981,15:19,Saturday,Black Hawk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,E 5TH ST & WALNUT ST & MARTIN LUTHER KING JR DR,Municipal Road,Municipal - Municipal,Suspected Minor Injury Crash,20000,Made improper turn,Alcohol (Statutory),29,>= 25 and <= 29,Female
20191131095,W19-071376,20190831,4705562,554981,15:19,Saturday,Black Hawk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,E 5TH ST & WALNUT ST & MARTIN LUTHER KING JR DR,Municipal Road,Municipal - Municipal,Suspected Minor Injury Crash,20000,Made improper turn,Alcohol (Statutory),44,>= 40 and <= 44,Male
20191131096,W19-071425,20190831,4704825,556561,19:38,Saturday,Black Hawk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,DUBUQUE RD,Municipal Road,Not Indicated as an Intersection,Possible/Unknown Injury Crash,1000,Ran off road - left,Alcohol (Statutory),21,>= 21 and <= 24,Male
20191131110,19-034183,20190901,4587050,662547,02:12,Sunday,Muscatine,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,W 4TH ST,Municipal Road,Not Indicated as an Intersection,Suspected Minor Injury Crash,4000,Lost control,Refused,35,>= 35 and <= 39,Male
20191131110,19-034183,20190901,4587050,662547,02:12,Sunday,Muscatine,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,W 4TH ST,Municipal Road,Not Indicated as an Intersection,Suspected Minor Injury Crash,4000,Lost control,Refused,200,,Not reported
20191131165,1909022421,20190902,4638436,701528,01:00,Monday,Clinton,Farm to Market Route,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,Co Rd Y68/218 ST/212 ST,Secondary Road,Secondary - Secondary,Possible/Unknown Injury Crash,23000,Ran stop sign,Alcohol (Statutory),17,= 17,Female
20191131172,20190027583,20190901,4610668,441921,20:53,Sunday,Polk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,FRONTAGE RD,Municipal Road,Not Indicated as an Intersection,Suspected Minor Injury Crash,3000,Lost control,Refused,64,>= 60 and <= 64,Male
20191131186,19-013328,20190831,4681624,523960,02:00,Saturday,Tama,Farm to Market Route,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,Co Rd T47/HWY T47,Secondary Road,Not Indicated as an Intersection,Property Damage Only,1500,Operating vehicle in an reckless, erratic, careless, negligent manner,Alcohol (Statutory),23,>= 21 and <= 24,Male
20191131197,19-01252,20190818,4605702,435776,12:23,Sunday,Polk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,UNIVERSITY AVE,Municipal Road,Not Indicated as an Intersection,Property Damage Only,3500,Operating vehicle in an reckless, erratic, careless, negligent manner,Alcohol (Statutory),64,>= 60 and <= 64,Male
20191131197,19-01252,20190818,4605702,435776,12:23,Sunday,Polk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,UNIVERSITY AVE,Municipal Road,Not Indicated as an Intersection,Property Damage Only,3500,Operating vehicle in an reckless, erratic, careless, negligent manner,Alcohol (Statutory),33,>= 30 and <= 34,Male
20191131259,19-012668,20190824,4799437,326638,22:12,Saturday,Dickinson,Farm to Market Route,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,Co Rd A34/220TH ST,Secondary Road,Not Indicated as an Intersection,Property Damage Only,2000,Driver Distraction:  Other interior distraction,Refused,27,>= 25 and <= 29,Male
20191131259,19-012668,20190824,4799437,326638,22:12,Saturday,Dickinson,Farm to Market Route,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,Co Rd A34/220TH ST,Secondary Road,Not Indicated as an Intersection,Property Damage Only,2000,Driver Distraction:  Other interior distraction,Refused,53,>= 50 and <= 54,Male
20191131266,19021402,20190901,4654376,615655,00:17,Sunday,Linn,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,7TH ST,Municipal Road,Not Indicated as an Intersection,Suspected Minor Injury Crash,16000,Crossed centerline (undivided),Refused,33,>= 30 and <= 34,Female
20191131281,W19-071796,20190902,4706977,555007,00:07,Monday,Black Hawk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,NEWELL ST,Municipal Road,Not Indicated as an Intersection,Property Damage Only,12000,Exceeded authorized speed,Refused,200,,Not reported
20191131281,W19-071796,20190902,4706977,555007,00:07,Monday,Black Hawk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,NEWELL ST,Municipal Road,Not Indicated as an Intersection,Property Damage Only,12000,Exceeded authorized speed,Refused,32,>= 30 and <= 34,Male
20191131281,W19-071796,20190902,4706977,555007,00:07,Monday,Black Hawk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,NEWELL ST,Municipal Road,Not Indicated as an Intersection,Property Damage Only,12000,Exceeded authorized speed,Refused,200,,Not reported
